[*] AdventOfCode 2018 - day 24 part A
[*] current army: Immune System
[*] current army: Infection
[DEBUG] targt selection order:
[DEBUG]   Immune System 3: ep:96650, inititive: 13
[DEBUG]   Immune System 1: ep:63936, inititive: 7
[DEBUG]   Infection 4: ep:63132, inititive: 10
[DEBUG]   Immune System 6: ep:54880, inititive: 20
[DEBUG]   Infection 2: ep:45981, inititive: 9
[DEBUG]   Infection 6: ep:43285, inititive: 8
[DEBUG]   Infection 7: ep:38460, inititive: 5
[DEBUG]   Infection 10: ep:37422, inititive: 15
[DEBUG]   Infection 5: ep:31944, inititive: 3
[DEBUG]   Immune System 5: ep:29690, inititive: 19
[DEBUG]   Infection 9: ep:29184, inititive: 12
[DEBUG]   Immune System 8: ep:28336, inititive: 17
[DEBUG]   Immune System 9: ep:24210, inititive: 14
[DEBUG]   Immune System 4: ep:24048, inititive: 4
[DEBUG]   Infection 1: ep:20264, inititive: 1
[DEBUG]   Immune System 2: ep:15575, inititive: 16
[DEBUG]   Immune System 10: ep:10826, inititive: 2
[DEBUG] 
[DEBUG] Immune System 6 attacks Infection 4 killing 3 units (damage: 109760, hp: 34281)
[DEBUG] Immune System 5 attacks Infection 7 killing 1 units (damage: 29690, hp: 25737)
[DEBUG] Immune System 7 attacks Infection 5 killing 3 units (damage: 77628, hp: 21299)
[DEBUG] Immune System 8 attacks Infection 1 killing 2 units (damage: 28336, hp: 11409)
[DEBUG] Immune System 2 attacks Infection 8 killing 0 units (damage: 15575, hp: 63467)
[DEBUG] Infection 10 attacks Immune System 2 killing 19 units (damage: 37422, hp: 1909)
[DEBUG] Immune System 9 attacks Infection 3 killing 1 units (damage: 48420, hp: 36803)
[DEBUG] Immune System 3 attacks Infection 2 killing 7 units (damage: 193100, hp: 24309)
[DEBUG] Infection 9 attacks Immune System 7 killing 3 units (damage: 29184, hp: 8589)
[DEBUG] Infection 3 attacks Immune System 6 killing 19 units (damage: 145734, hp: 7509)
[DEBUG] Infection 4 attacks Immune System 4 killing 20 units (damage: 63096, hp: 3101)
[DEBUG] Infection 2 attacks Immune System 1 killing 6 units (damage: 43524, hp: 6787)
[DEBUG] Infection 6 attacks Immune System 3 killing 4 units (damage: 43285, hp: 10217)
[DEBUG] Immune System 1 attacks Infection 6 killing 4 units (damage: 125568, hp: 28468)
[DEBUG] Infection 8 attacks Immune System 10 killing 50 units (damage: 88770, hp: 1741)
[DEBUG] Infection 7 attacks Immune System 9 killing 11 units (damage: 38430, hp: 3301)
[DEBUG] Immune System 4 attacks Infection 10 killing 1 units (damage: 23968, hp: 19161)
[DEBUG] Infection 5 attacks Immune System 8 killing 10 units (damage: 31926, hp: 3025)
[DEBUG] Infection 1 attacks Immune System 5 killing 6 units (damage: 20256, hp: 3123)
[DEBUG] 
[DEBUG] armies: set(['Infection', 'Immune System'])
[DEBUG] targt selection order:
[DEBUG]   Immune System 3: ep:96450, inititive: 13
[DEBUG]   Infection 8: ep:88770, inititive: 6
[DEBUG]   Immune System 7: ep:77592, inititive: 18
[DEBUG]   Infection 3: ep:72867, inititive: 11
[DEBUG]   Infection 4: ep:63096, inititive: 10
[DEBUG]   Immune System 1: ep:62784, inititive: 7
[DEBUG]   Immune System 6: ep:53949, inititive: 20
[DEBUG]   Infection 2: ep:43524, inititive: 9
[DEBUG]   Infection 6: ep:43265, inititive: 8
[DEBUG]   Infection 7: ep:38430, inititive: 5
[DEBUG]   Infection 10: ep:37404, inititive: 15
[DEBUG]   Infection 5: ep:31926, inititive: 3
[DEBUG]   Immune System 5: ep:29630, inititive: 19
[DEBUG]   Infection 9: ep:29184, inititive: 12
[DEBUG]   Immune System 8: ep:28106, inititive: 17
[DEBUG]   Immune System 4: ep:23968, inititive: 4
[DEBUG]   Immune System 9: ep:23220, inititive: 14
[DEBUG]   Infection 1: ep:20256, inititive: 1
[DEBUG]   Immune System 2: ep:15480, inititive: 16
[DEBUG]   Immune System 10: ep:10726, inititive: 2
[DEBUG] 
[DEBUG] Immune System 6 attacks Infection 4 killing 3 units (damage: 107898, hp: 34281)
[DEBUG] Immune System 5 attacks Infection 7 killing 1 units (damage: 29630, hp: 25737)
[DEBUG] Immune System 7 attacks Infection 5 killing 3 units (damage: 77592, hp: 21299)
[DEBUG] Immune System 8 attacks Infection 1 killing 2 units (damage: 28106, hp: 11409)
[DEBUG] Immune System 2 attacks Infection 9 killing 0 units (damage: 15480, hp: 15629)
[DEBUG] Infection 10 attacks Immune System 2 killing 19 units (damage: 37404, hp: 1909)
[DEBUG] Immune System 9 attacks Infection 8 killing 0 units (damage: 23220, hp: 63467)
[DEBUG] Immune System 3 attacks Infection 2 killing 7 units (damage: 192900, hp: 24309)
[DEBUG] Infection 9 attacks Immune System 7 killing 3 units (damage: 29184, hp: 8589)
[DEBUG] Infection 3 attacks Immune System 6 killing 19 units (damage: 145734, hp: 7509)
[DEBUG] Infection 4 attacks Immune System 4 killing 20 units (damage: 63060, hp: 3101)
[DEBUG] Infection 2 attacks Immune System 1 killing 6 units (damage: 41067, hp: 6787)
[DEBUG] Infection 6 attacks Immune System 3 killing 4 units (damage: 43265, hp: 10217)
[DEBUG] Immune System 1 attacks Infection 6 killing 4 units (damage: 123264, hp: 28468)
[DEBUG] Infection 8 attacks Immune System 10 killing 50 units (damage: 88770, hp: 1741)
[DEBUG] Infection 7 attacks Immune System 9 killing 11 units (damage: 38400, hp: 3301)
[DEBUG] Immune System 4 attacks Infection 3 killing 0 units (damage: 23888, hp: 36803)
[DEBUG] Infection 5 attacks Immune System 8 killing 10 units (damage: 31908, hp: 3025)
[DEBUG] Immune System 10 attacks Infection 10 killing 0 units (damage: 10626, hp: 19161)
[DEBUG] Infection 1 attacks Immune System 5 killing 6 units (damage: 20248, hp: 3123)
[DEBUG] 
[DEBUG] armies: set(['Infection', 'Immune System'])
[DEBUG] targt selection order:
[DEBUG]   Immune System 3: ep:96350, inititive: 13
[DEBUG]   Infection 8: ep:88770, inititive: 6
[DEBUG]   Immune System 7: ep:77556, inititive: 18
[DEBUG]   Infection 3: ep:72867, inititive: 11
[DEBUG]   Infection 4: ep:63060, inititive: 10
[DEBUG]   Immune System 1: ep:61632, inititive: 7
[DEBUG]   Immune System 6: ep:53018, inititive: 20
[DEBUG]   Infection 6: ep:43245, inititive: 8
[DEBUG]   Infection 2: ep:41067, inititive: 9
[DEBUG]   Infection 7: ep:38400, inititive: 5
[DEBUG]   Infection 10: ep:37404, inititive: 15
[DEBUG]   Infection 5: ep:31908, inititive: 3
[DEBUG]   Immune System 5: ep:29570, inititive: 19
[DEBUG]   Infection 9: ep:29184, inititive: 12
[DEBUG]   Immune System 8: ep:27876, inititive: 17
[DEBUG]   Immune System 4: ep:23888, inititive: 4
[DEBUG]   Immune System 9: ep:22230, inititive: 14
[DEBUG]   Infection 1: ep:20248, inititive: 1
[DEBUG]   Immune System 2: ep:15385, inititive: 16
[DEBUG]   Immune System 10: ep:10626, inititive: 2
[DEBUG] 
[DEBUG] Immune System 6 attacks Infection 4 killing 3 units (damage: 106036, hp: 34281)
[DEBUG] Immune System 5 attacks Infection 7 killing 1 units (damage: 29570, hp: 25737)
[DEBUG] Immune System 7 attacks Infection 5 killing 3 units (damage: 77556, hp: 21299)
[DEBUG] Immune System 8 attacks Infection 1 killing 2 units (damage: 27876, hp: 11409)
[DEBUG] Immune System 2 attacks Infection 9 killing 0 units (damage: 15385, hp: 15629)
[DEBUG] Infection 10 attacks Immune System 2 killing 19 units (damage: 37404, hp: 1909)
[DEBUG] Immune System 9 attacks Infection 8 killing 0 units (damage: 22230, hp: 63467)
[DEBUG] Immune System 3 attacks Infection 2 killing 7 units (damage: 192700, hp: 24309)
[DEBUG] Infection 9 attacks Immune System 7 killing 3 units (damage: 29184, hp: 8589)
[DEBUG] Infection 3 attacks Immune System 6 killing 19 units (damage: 145734, hp: 7509)
[DEBUG] Infection 4 attacks Immune System 4 killing 20 units (damage: 63024, hp: 3101)
[DEBUG] Infection 2 attacks Immune System 3 killing 3 units (damage: 38610, hp: 10217)
[DEBUG] Infection 6 attacks Immune System 1 killing 6 units (damage: 43245, hp: 6787)
[DEBUG] Immune System 1 attacks Infection 6 killing 4 units (damage: 120960, hp: 28468)
[DEBUG] Infection 8 attacks Immune System 10 killing 50 units (damage: 88770, hp: 1741)
[DEBUG] Infection 7 attacks Immune System 9 killing 11 units (damage: 38370, hp: 3301)
[DEBUG] Immune System 4 attacks Infection 3 killing 0 units (damage: 23808, hp: 36803)
[DEBUG] Infection 5 attacks Immune System 8 killing 10 units (damage: 31890, hp: 3025)
[DEBUG] Immune System 10 attacks Infection 10 killing 0 units (damage: 10526, hp: 19161)
[DEBUG] Infection 1 attacks Immune System 5 killing 6 units (damage: 20240, hp: 3123)
[DEBUG] 
[DEBUG] armies: set(['Infection', 'Immune System'])
[DEBUG] targt selection order:
[DEBUG]   Immune System 3: ep:96275, inititive: 13
[DEBUG]   Infection 8: ep:88770, inititive: 6
[DEBUG]   Immune System 7: ep:77520, inititive: 18
[DEBUG]   Infection 3: ep:72867, inititive: 11
[DEBUG]   Infection 4: ep:63024, inititive: 10
[DEBUG]   Immune System 1: ep:60480, inititive: 7
[DEBUG]   Immune System 6: ep:52087, inititive: 20
[DEBUG]   Infection 6: ep:43225, inititive: 8
[DEBUG]   Infection 2: ep:38610, inititive: 9
[DEBUG]   Infection 7: ep:38370, inititive: 5
[DEBUG]   Infection 10: ep:37404, inititive: 15
[DEBUG]   Infection 5: ep:31890, inititive: 3
[DEBUG]   Immune System 5: ep:29510, inititive: 19
[DEBUG]   Infection 9: ep:29184, inititive: 12
[DEBUG]   Immune System 8: ep:27646, inititive: 17
[DEBUG]   Immune System 4: ep:23808, inititive: 4
[DEBUG]   Immune System 9: ep:21240, inititive: 14
[DEBUG]   Infection 1: ep:20240, inititive: 1
[DEBUG]   Immune System 2: ep:15290, inititive: 16
[DEBUG]   Immune System 10: ep:10526, inititive: 2
[DEBUG] 
[DEBUG] Immune System 6 attacks Infection 4 killing 3 units (damage: 104174, hp: 34281)
[DEBUG] Immune System 5 attacks Infection 7 killing 1 units (damage: 29510, hp: 25737)
[DEBUG] Immune System 7 attacks Infection 5 killing 3 units (damage: 77520, hp: 21299)
[DEBUG] Immune System 8 attacks Infection 1 killing 2 units (damage: 27646, hp: 11409)
[DEBUG] Immune System 2 attacks Infection 9 killing 0 units (damage: 15290, hp: 15629)
[DEBUG] Infection 10 attacks Immune System 2 killing 19 units (damage: 37404, hp: 1909)
[DEBUG] Immune System 9 attacks Infection 8 killing 0 units (damage: 21240, hp: 63467)
[DEBUG] Immune System 3 attacks Infection 2 killing 7 units (damage: 192550, hp: 24309)
[DEBUG] Infection 9 attacks Immune System 7 killing 3 units (damage: 29184, hp: 8589)
[DEBUG] Infection 3 attacks Immune System 6 killing 19 units (damage: 145734, hp: 7509)
[DEBUG] Infection 4 attacks Immune System 4 killing 20 units (damage: 62988, hp: 3101)
[DEBUG] Infection 2 attacks Immune System 3 killing 3 units (damage: 36153, hp: 10217)
[DEBUG] Infection 6 attacks Immune System 1 killing 6 units (damage: 43225, hp: 6787)
[DEBUG] Immune System 1 attacks Infection 6 killing 4 units (damage: 118656, hp: 28468)
[DEBUG] Infection 8 attacks Immune System 10 killing 50 units (damage: 88770, hp: 1741)
[DEBUG] Infection 7 attacks Immune System 9 killing 11 units (damage: 38340, hp: 3301)
[DEBUG] Immune System 4 attacks Infection 3 killing 0 units (damage: 23728, hp: 36803)
[DEBUG] Infection 5 attacks Immune System 8 killing 10 units (damage: 31872, hp: 3025)
[DEBUG] Immune System 10 attacks Infection 10 killing 0 units (damage: 10426, hp: 19161)
[DEBUG] Infection 1 attacks Immune System 5 killing 6 units (damage: 20232, hp: 3123)
[DEBUG] 
[DEBUG] armies: set(['Infection', 'Immune System'])
[DEBUG] targt selection order:
[DEBUG]   Immune System 3: ep:96200, inititive: 13
[DEBUG]   Infection 8: ep:88770, inititive: 6
[DEBUG]   Immune System 7: ep:77484, inititive: 18
[DEBUG]   Infection 3: ep:72867, inititive: 11
[DEBUG]   Infection 4: ep:62988, inititive: 10
[DEBUG]   Immune System 1: ep:59328, inititive: 7
[DEBUG]   Immune System 6: ep:51156, inititive: 20
[DEBUG]   Infection 6: ep:43205, inititive: 8
[DEBUG]   Infection 7: ep:38340, inititive: 5
[DEBUG]   Infection 10: ep:37404, inititive: 15
[DEBUG]   Infection 2: ep:36153, inititive: 9
[DEBUG]   Infection 5: ep:31872, inititive: 3
[DEBUG]   Immune System 5: ep:29450, inititive: 19
[DEBUG]   Infection 9: ep:29184, inititive: 12
[DEBUG]   Immune System 8: ep:27416, inititive: 17
[DEBUG]   Immune System 4: ep:23728, inititive: 4
[DEBUG]   Immune System 9: ep:20250, inititive: 14
[DEBUG]   Infection 1: ep:20232, inititive: 1
[DEBUG]   Immune System 2: ep:15195, inititive: 16
[DEBUG]   Immune System 10: ep:10426, inititive: 2
[DEBUG] 
[DEBUG] Immune System 6 attacks Infection 4 killing 2 units (damage: 102312, hp: 34281)
[DEBUG] Immune System 5 attacks Infection 7 killing 1 units (damage: 29450, hp: 25737)
[DEBUG] Immune System 7 attacks Infection 5 killing 3 units (damage: 77484, hp: 21299)
[DEBUG] Immune System 8 attacks Infection 1 killing 2 units (damage: 27416, hp: 11409)
[DEBUG] Immune System 2 attacks Infection 9 killing 0 units (damage: 15195, hp: 15629)
[DEBUG] Infection 10 attacks Immune System 9 killing 11 units (damage: 37404, hp: 3301)
[DEBUG] Immune System 9 attacks Infection 8 killing 0 units (damage: 19260, hp: 63467)
[DEBUG] Immune System 3 attacks Infection 2 killing 7 units (damage: 192400, hp: 24309)
[DEBUG] Infection 9 attacks Immune System 7 killing 3 units (damage: 29184, hp: 8589)
[DEBUG] Infection 3 attacks Immune System 6 killing 19 units (damage: 145734, hp: 7509)
[DEBUG] Infection 4 attacks Immune System 4 killing 20 units (damage: 62964, hp: 3101)
[DEBUG] Infection 2 attacks Immune System 8 killing 11 units (damage: 33696, hp: 3025)
[DEBUG] Infection 6 attacks Immune System 1 killing 6 units (damage: 43205, hp: 6787)
[DEBUG] Immune System 1 attacks Infection 6 killing 4 units (damage: 116352, hp: 28468)
[DEBUG] Infection 8 attacks Immune System 10 killing 50 units (damage: 88770, hp: 1741)
[DEBUG] Infection 7 attacks Immune System 3 killing 7 units (damage: 76620, hp: 10217)
[DEBUG] Immune System 4 attacks Infection 3 killing 0 units (damage: 23648, hp: 36803)
[DEBUG] Infection 5 attacks Immune System 2 killing 16 units (damage: 31854, hp: 1909)
[DEBUG] Immune System 10 attacks Infection 10 killing 0 units (damage: 10326, hp: 19161)
[DEBUG] Infection 1 attacks Immune System 5 killing 6 units (damage: 20224, hp: 3123)
[DEBUG] 
[DEBUG] armies: set(['Infection', 'Immune System'])
[DEBUG] targt selection order:
[DEBUG]   Immune System 3: ep:96025, inititive: 13
[DEBUG]   Infection 8: ep:88770, inititive: 6
[DEBUG]   Immune System 7: ep:77448, inititive: 18
[DEBUG]   Infection 3: ep:72867, inititive: 11
[DEBUG]   Infection 4: ep:62964, inititive: 10
[DEBUG]   Immune System 1: ep:58176, inititive: 7
[DEBUG]   Immune System 6: ep:50225, inititive: 20
[DEBUG]   Infection 6: ep:43185, inititive: 8
[DEBUG]   Infection 7: ep:38310, inititive: 5
[DEBUG]   Infection 10: ep:37404, inititive: 15
[DEBUG]   Infection 2: ep:33696, inititive: 9
[DEBUG]   Infection 5: ep:31854, inititive: 3
[DEBUG]   Immune System 5: ep:29390, inititive: 19
[DEBUG]   Infection 9: ep:29184, inititive: 12
[DEBUG]   Immune System 8: ep:27163, inititive: 17
[DEBUG]   Immune System 4: ep:23648, inititive: 4
[DEBUG]   Infection 1: ep:20224, inititive: 1
[DEBUG]   Immune System 9: ep:19260, inititive: 14
[DEBUG]   Immune System 2: ep:15115, inititive: 16
[DEBUG]   Immune System 10: ep:10326, inititive: 2
[DEBUG] 
[DEBUG] Immune System 6 attacks Infection 4 killing 2 units (damage: 100450, hp: 34281)
[DEBUG] Immune System 5 attacks Infection 7 killing 1 units (damage: 29390, hp: 25737)
[DEBUG] Immune System 7 attacks Infection 5 killing 3 units (damage: 77448, hp: 21299)
[DEBUG] Immune System 8 attacks Infection 1 killing 2 units (damage: 27163, hp: 11409)
[DEBUG] Immune System 2 attacks Infection 9 killing 0 units (damage: 15115, hp: 15629)
[DEBUG] Infection 10 attacks Immune System 9 killing 11 units (damage: 37404, hp: 3301)
[DEBUG] Immune System 9 attacks Infection 8 killing 0 units (damage: 18270, hp: 63467)
[DEBUG] Immune System 3 attacks Infection 2 killing 7 units (damage: 192050, hp: 24309)
[DEBUG] Infection 9 attacks Immune System 7 killing 3 units (damage: 29184, hp: 8589)
[DEBUG] Infection 3 attacks Immune System 6 killing 19 units (damage: 145734, hp: 7509)
[DEBUG] Infection 4 attacks Immune System 4 killing 20 units (damage: 62940, hp: 3101)
[DEBUG] Infection 2 attacks Immune System 8 killing 10 units (damage: 31239, hp: 3025)
[DEBUG] Infection 6 attacks Immune System 1 killing 6 units (damage: 43185, hp: 6787)
[DEBUG] Immune System 1 attacks Infection 6 killing 4 units (damage: 114048, hp: 28468)
[DEBUG] Infection 8 attacks Immune System 10 killing 50 units (damage: 88770, hp: 1741)
[DEBUG] Infection 7 attacks Immune System 3 killing 7 units (damage: 76560, hp: 10217)
[DEBUG] Immune System 4 attacks Infection 3 killing 0 units (damage: 23568, hp: 36803)
[DEBUG] Infection 5 attacks Immune System 2 killing 16 units (damage: 31836, hp: 1909)
[DEBUG] Immune System 10 attacks Infection 10 killing 0 units (damage: 10226, hp: 19161)
[DEBUG] Infection 1 attacks Immune System 5 killing 6 units (damage: 20216, hp: 3123)
[DEBUG] 
[DEBUG] armies: set(['Infection', 'Immune System'])
[DEBUG] targt selection order:
[DEBUG]   Immune System 3: ep:95850, inititive: 13
[DEBUG]   Infection 8: ep:88770, inititive: 6
[DEBUG]   Immune System 7: ep:77412, inititive: 18
[DEBUG]   Infection 3: ep:72867, inititive: 11
[DEBUG]   Infection 4: ep:62940, inititive: 10
[DEBUG]   Immune System 1: ep:57024, inititive: 7
[DEBUG]   Immune System 6: ep:49294, inititive: 20
[DEBUG]   Infection 6: ep:43165, inititive: 8
[DEBUG]   Infection 7: ep:38280, inititive: 5
[DEBUG]   Infection 10: ep:37404, inititive: 15
[DEBUG]   Infection 5: ep:31836, inititive: 3
[DEBUG]   Infection 2: ep:31239, inititive: 9
[DEBUG]   Immune System 5: ep:29330, inititive: 19
[DEBUG]   Infection 9: ep:29184, inititive: 12
[DEBUG]   Immune System 8: ep:26933, inititive: 17
[DEBUG]   Immune System 4: ep:23568, inititive: 4
[DEBUG]   Infection 1: ep:20216, inititive: 1
[DEBUG]   Immune System 9: ep:18270, inititive: 14
[DEBUG]   Immune System 2: ep:15035, inititive: 16
[DEBUG]   Immune System 10: ep:10226, inititive: 2
[DEBUG] 
[DEBUG] Immune System 6 attacks Infection 4 killing 2 units (damage: 98588, hp: 34281)
[DEBUG] Immune System 5 attacks Infection 7 killing 1 units (damage: 29330, hp: 25737)
[DEBUG] Immune System 7 attacks Infection 5 killing 3 units (damage: 77412, hp: 21299)
[DEBUG] Immune System 8 attacks Infection 1 killing 2 units (damage: 26933, hp: 11409)
[DEBUG] Immune System 2 attacks Infection 9 killing 0 units (damage: 15035, hp: 15629)
[DEBUG] Infection 10 attacks Immune System 9 killing 11 units (damage: 37404, hp: 3301)
[DEBUG] Immune System 9 attacks Infection 8 killing 0 units (damage: 17280, hp: 63467)
[DEBUG] Immune System 3 attacks Infection 2 killing 7 units (damage: 191700, hp: 24309)
[DEBUG] Infection 9 attacks Immune System 7 killing 3 units (damage: 29184, hp: 8589)
[DEBUG] Infection 3 attacks Immune System 6 killing 19 units (damage: 145734, hp: 7509)
[DEBUG] Infection 4 attacks Immune System 4 killing 20 units (damage: 62916, hp: 3101)
[DEBUG] Infection 2 attacks Immune System 8 killing 9 units (damage: 28782, hp: 3025)
[DEBUG] Infection 6 attacks Immune System 1 killing 6 units (damage: 43165, hp: 6787)
[DEBUG] Immune System 1 attacks Infection 6 killing 3 units (damage: 111744, hp: 28468)
[DEBUG] Infection 8 attacks Immune System 10 killing 50 units (damage: 88770, hp: 1741)
[DEBUG] Infection 7 attacks Immune System 3 killing 7 units (damage: 76500, hp: 10217)
[DEBUG] Immune System 4 attacks Infection 3 killing 0 units (damage: 23488, hp: 36803)
[DEBUG] Infection 5 attacks Immune System 2 killing 16 units (damage: 31818, hp: 1909)
[DEBUG] Immune System 10 attacks Infection 10 killing 0 units (damage: 10126, hp: 19161)
[DEBUG] Infection 1 attacks Immune System 5 killing 6 units (damage: 20208, hp: 3123)
[DEBUG] 
[DEBUG] armies: set(['Infection', 'Immune System'])
[DEBUG] targt selection order:
[DEBUG]   Immune System 3: ep:95675, inititive: 13
[DEBUG]   Infection 8: ep:88770, inititive: 6
[DEBUG]   Immune System 7: ep:77376, inititive: 18
[DEBUG]   Infection 3: ep:72867, inititive: 11
[DEBUG]   Infection 4: ep:62916, inititive: 10
[DEBUG]   Immune System 1: ep:55872, inititive: 7
[DEBUG]   Immune System 6: ep:48363, inititive: 20
[DEBUG]   Infection 6: ep:43150, inititive: 8
[DEBUG]   Infection 7: ep:38250, inititive: 5
[DEBUG]   Infection 10: ep:37404, inititive: 15
[DEBUG]   Infection 5: ep:31818, inititive: 3
[DEBUG]   Immune System 5: ep:29270, inititive: 19
[DEBUG]   Infection 9: ep:29184, inititive: 12
[DEBUG]   Infection 2: ep:28782, inititive: 9
[DEBUG]   Immune System 8: ep:26726, inititive: 17
[DEBUG]   Immune System 4: ep:23488, inititive: 4
[DEBUG]   Infection 1: ep:20208, inititive: 1
[DEBUG]   Immune System 9: ep:17280, inititive: 14
[DEBUG]   Immune System 2: ep:14955, inititive: 16
[DEBUG]   Immune System 10: ep:10126, inititive: 2
[DEBUG] 
[DEBUG] Immune System 6 attacks Infection 4 killing 2 units (damage: 96726, hp: 34281)
[DEBUG] Immune System 5 attacks Infection 7 killing 1 units (damage: 29270, hp: 25737)
[DEBUG] Immune System 7 attacks Infection 5 killing 3 units (damage: 77376, hp: 21299)
[DEBUG] Immune System 8 attacks Infection 1 killing 2 units (damage: 26726, hp: 11409)
[DEBUG] Immune System 2 attacks Infection 9 killing 0 units (damage: 14955, hp: 15629)
[DEBUG] Infection 10 attacks Immune System 9 killing 11 units (damage: 37404, hp: 3301)
[DEBUG] Immune System 9 attacks Infection 8 killing 0 units (damage: 16290, hp: 63467)
[DEBUG] Immune System 3 attacks Infection 2 killing 7 units (damage: 191350, hp: 24309)
[DEBUG] Infection 9 attacks Immune System 8 killing 19 units (damage: 58368, hp: 3025)
[DEBUG] Infection 3 attacks Immune System 6 killing 19 units (damage: 145734, hp: 7509)
[DEBUG] Infection 4 attacks Immune System 4 killing 20 units (damage: 62892, hp: 3101)
[DEBUG] Infection 2 attacks Immune System 7 killing 3 units (damage: 26325, hp: 8589)
[DEBUG] Infection 6 attacks Immune System 1 killing 6 units (damage: 43150, hp: 6787)
[DEBUG] Immune System 1 attacks Infection 6 killing 3 units (damage: 109440, hp: 28468)
[DEBUG] Infection 8 attacks Immune System 10 killing 50 units (damage: 88770, hp: 1741)
[DEBUG] Infection 7 attacks Immune System 3 killing 7 units (damage: 76440, hp: 10217)
[DEBUG] Immune System 4 attacks Infection 3 killing 0 units (damage: 23408, hp: 36803)
[DEBUG] Infection 5 attacks Immune System 2 killing 16 units (damage: 31800, hp: 1909)
[DEBUG] Immune System 10 attacks Infection 10 killing 0 units (damage: 10026, hp: 19161)
[DEBUG] Infection 1 attacks Immune System 5 killing 6 units (damage: 20200, hp: 3123)
[DEBUG] 
[DEBUG] armies: set(['Infection', 'Immune System'])
[DEBUG] targt selection order:
[DEBUG]   Immune System 3: ep:95500, inititive: 13
[DEBUG]   Infection 8: ep:88770, inititive: 6
[DEBUG]   Immune System 7: ep:77340, inititive: 18
[DEBUG]   Infection 3: ep:72867, inititive: 11
[DEBUG]   Infection 4: ep:62892, inititive: 10
[DEBUG]   Immune System 1: ep:54720, inititive: 7
[DEBUG]   Immune System 6: ep:47432, inititive: 20
[DEBUG]   Infection 6: ep:43135, inititive: 8
[DEBUG]   Infection 7: ep:38220, inititive: 5
[DEBUG]   Infection 10: ep:37404, inititive: 15
[DEBUG]   Infection 5: ep:31800, inititive: 3
[DEBUG]   Immune System 5: ep:29210, inititive: 19
[DEBUG]   Infection 9: ep:29184, inititive: 12
